id,dex_number,region,slug,description,credit,enabled,catchable,abundance,gender_rate,has_gender_differences,name.ja,name.ja_r,name.ja_t,name.en,name.en2,name.de,name.fr,type.0,type.1,mythical,legendary,ultra_beast,event,height,weight,evo.to,evo.from,base.hp,base.atk,base.def,base.satk,base.sdef,base.spd,evo.mega,evo.mega_x,evo.mega_y,is_form,form_item
10077,382,hoenn,kyogre-primal,,,1,,,-1,0,ゲンシカイキのすがた,Genshikaikinosugata,,Primal Kyogre,,Protomorphose,Primo-Résurgence,Water,,,1,,,98,4300,,,100,150,90,180,160,90,,,,,
10078,383,hoenn,groudon-primal,,,1,,,-1,0,ゲンシカイキのすがた,Genshikaikinosugata,,Primal Groudon,,Protomorphose,Primo-Résurgence,Ground,Fire,,1,,,50,9997,,,100,180,160,150,90,90,,,,,
10079,384,hoenn,rayquaza-mega,,,1,,,-1,0,メガレックウザ,Megarekkūza,,Mega Rayquaza,,Mega-Rayquaza,Méga-Rayquaza,Dragon,Flying,,1,,,108,3920,,,105,180,100,180,100,115,,,,,
10080,25,kanto,pikachu-rock-star,,,1,,,8,0,,,,Pikachu Rock Star,,,Pikachu Rockeur,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10081,25,kanto,pikachu-belle,,,1,,,8,0,,,,Pikachu Belle,,,Pikachu Lady,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10082,25,kanto,pikachu-pop-star,,,1,,,8,0,,,,Pikachu Pop Star,,,Pikachu Star,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10083,25,kanto,pikachu-phd,,,1,,,8,0,,,,Pikachu Ph.D.,,,Pikachu Docteur,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10084,25,kanto,pikachu-libre,,,1,,,8,0,,,,Pikachu Libre,,,Pikachu Catcheur,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10085,25,kanto,pikachu-cosplay,,,,,,8,0,,,,Cosplay Pikachu,,,Pikachu Cosplayeur,Electric,,,,,,4,60,,,35,55,40,50,50,90,,,,,
10086,720,kalos,hoopa-unbound,,,1,,,-1,0,ときはなたれしフーパ,Tokihanatareshifūpa,,Hoopa Unbound,,Entfesseltes Hoopa,Hoopa Déchaîné,Psychic,Dark,1,,,,65,4900,,,80,160,60,170,130,80,,,,1,806
10087,323,hoenn,camerupt-mega,,,1,,,4,0,メガバクーダ,Megabakūda,,Mega Camerupt,,Mega-Camerupt,Méga-Camérupt,Fire,Ground,,,,,25,3205,,,70,120,100,145,105,20,,,,,
10088,428,sinnoh,lopunny-mega,Mega Evolution awakens its combative instincts. It has shed any fur that got in the way of its attacks.,,1,,,4,0,メガミミロップ,Megamimiroppu,,Mega Lopunny,,Mega-Schlapor,Méga-Lockpin,Normal,Fighting,,,,,13,283,,,65,136,94,54,96,135,,,,,
10089,373,hoenn,salamence-mega,It puts its forelegs inside its shell to streamline itself for flight. Salamence flies at high speeds over all kinds of topographical features.,,1,,,4,0,メガボーマンダ,Megabōmanda,,Mega Salamence,,Mega-Brutalanda,Méga-Drattak,Dragon,Flying,,,,,18,1126,,,95,145,130,120,90,120,,,,,
10090,15,kanto,beedrill-mega,"Its legs have become poison stingers. It stabs its prey repeatedly with the stingers on its limbs, dealing the final blow with the stinger on its rear.",,1,,,4,0,メガスピアー,Megasupiā,,Mega Beedrill,,Mega-Bibor,Méga-Dardargnan,Bug,Poison,,,,,14,405,,,65,150,40,15,80,145,,,,,
10091,19,alola,rattata-alola,"Its whiskers provide it with a keen sense of smell, enabling it to pick up the scent of hidden food and locate it instantly.",,1,1,24,4,0,アローラのすがた,Arōranosugata,,Alolan Rattata,,Alola-Form,Forme d'Alola,Dark,Normal,,,,,3,38,10092,,30,56,35,25,35,72,,,,,
10092,20,alola,raticate-alola,"It makes its Rattata underlings gather food for it, dining solely on the most nutritious and delicious fare.",,1,1,12,4,0,アローラのすがた,Arōranosugata,,Alolan Raticate,,Alola-Form,Forme d'Alola,Dark,Normal,,,,,7,255,,10091,75,71,70,40,80,77,,,,,
10093,20,kanto,raticate-totem-alola,"It makes its Rattata underlings gather food for it, dining solely on the most nutritious and delicious fare.",,,,,4,0,,,,Totem Alolan Raticate,,,,Dark,Normal,,,,,14,1050,,,75,71,70,40,80,77,,,,,
10094,25,kanto,pikachu-original-cap,"This Pikachu is wearing its Trainer’s cap. Since the cap’s not the right size, the fit is a bit loose.",,1,,,0,0,オリジナルキャップ,Orijinarukyappu,,Original Cap Pikachu,,Original-Kappe,Casquette Originale,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10095,25,kanto,pikachu-hoenn-cap,This Pikachu wears its partner’s cap—proof of the strong bond Pikachu and its partner formed during adventures across the Hoenn region.,,1,,,0,0,ホウエンキャップ,Hōenkyappu,,Hoenn Cap Pikachu,,Hoenn-Kappe,Casquette de Hoenn,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10096,25,kanto,pikachu-sinnoh-cap,This Pikachu wears its partner’s cap—proof of the strong bond Pikachu and its partner formed during adventures across the Sinnoh region.,,1,,,0,0,シンオウキャップ,Shin'Ōkyappu,,Sinnoh Cap Pikachu,,Sinnoh-Kappe,Casquette de Sinnoh,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10097,25,kanto,pikachu-unova-cap,This Pikachu wears its partner’s cap—proof of the strong bond Pikachu and its partner formed during adventures across the Unova region.,,1,,,0,0,イッシュキャップ,Isshukyappu,,Unova Cap Pikachu,,Einall-Kappe,Casquette d'Unys,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10098,25,kanto,pikachu-kalos-cap,This Pikachu wears its partner’s cap—proof of the strong bond Pikachu and its partner formed during adventures across the Kalos region.,,1,,,0,0,カロスキャップ,Karosukyappu,,Kalos Cap Pikachu,,Kalos-Kappe,Casquette de Kalos,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10099,25,kanto,pikachu-alola-cap,This Pikachu wears its partner’s cap—proof of the strong bond Pikachu and its partner formed during adventures across the Alola region.,,1,,,0,0,アローラキャップ,Arōrakyappu,,Alola Cap Pikachu,,Alola-Kappe,Casquette d'Alola,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10100,26,alola,raichu-alola,This Pokémon rides on its tail while it uses its psychic powers to levitate. It attacks with star-shaped thunderbolts.,,1,1,24,4,0,アローラのすがた,Arōranosugata,,Alolan Raichu,,Alola-Form,Forme d'Alola,Electric,Psychic,,,,,7,210,,,60,85,50,95,85,110,,,,,
10101,27,alola,sandshrew-alola,"It lives in snowy mountains on southern islands. When a blizzard rolls in, this Pokémon hunkers down in the snow to avoid getting blown away.",,1,1,24,4,0,アローラのすがた,Arōranosugata,,Alolan Sandshrew,,Alola-Form,Forme d'Alola,Ice,Steel,,,,,7,400,10102,,50,75,90,10,35,40,,,,,
10102,28,alola,sandslash-alola,"Many people climb snowy mountains, hoping to see the icy spikes of these Pokémon glistening in the light of dawn.",,1,1,12,4,0,アローラのすがた,Arōranosugata,,Alolan Sandslash,,Alola-Form,Forme d'Alola,Ice,Steel,,,,,12,550,,10101,75,100,120,25,65,65,,,,,
10103,37,alola,vulpix-alola,These Pokémon live in packs in the snowy mountains and defend themselves with icy breath. I suspect this species changed its form to adapt to the frigid climate.,,1,1,24,6,0,アローラのすがた,Arōranosugata,,Alolan Vulpix,,Alola-Form,Forme d'Alola,Ice,,,,,,6,99,10104,,38,41,40,50,65,65,,,,,
10104,38,alola,ninetales-alola,Dwells on sacred peaks perpetually covered in snow. Said to appear to virtuous people who have lost their way on mountain paths—it then guides them back down to the mountain’s base.,,1,1,12,6,0,アローラのすがた,Arōranosugata,,Alolan Ninetales,,Alola-Form,Forme d'Alola,Ice,Fairy,,,,,11,199,,10103,73,67,75,81,100,109,,,,,
10105,50,alola,diglett-alola,Its three hairs change shape depending on Diglett’s mood. They’re a useful communication tool among these Pokémon.,,1,1,24,4,0,アローラのすがた,Arōranosugata,,Alolan Diglett,,Alola-Form,Forme d'Alola,Ground,Steel,,,,,2,10,10106,,10,55,30,35,45,90,,,,,
10106,51,alola,dugtrio-alola,"The three of them get along very well. Through their formidable teamwork, they defeat powerful opponents.",,1,1,12,4,0,アローラのすがた,Arōranosugata,,Alolan Dugtrio,,Alola-Form,Forme d'Alola,Ground,Steel,,,,,7,666,,10105,35,100,60,50,70,110,,,,,
10107,52,alola,meowth-alola,"Deeply proud and keenly smart, this Pokémon moves with cunning during battle and relentlessly attacks enemies’ weak points.",,1,1,24,4,0,アローラのすがた,Arōranosugata,,Alolan Meowth,,Alola-Form,Forme d'Alola,Dark,,,,,,4,42,10108,,40,35,35,50,40,90,,,,,
10108,53,alola,persian-alola,"This Pokémon is one tough opponent. Not only does it have formidable physical abilities, but it’s also not above fighting dirty.",,1,1,12,4,0,アローラのすがた,Arōranosugata,,Alolan Persian,,Alola-Form,Forme d'Alola,Dark,,,,,,11,330,,10107,65,60,60,75,65,115,,,,,
10109,74,alola,geodude-alola,"Its stone head is imbued with electricity and magnetism. If you carelessly step on one, you’ll be in for a painful shock.",,1,2,24,4,0,アローラのすがた,Arōranosugata,,Alolan Geodude,,Alola-Form,Forme d'Alola,Rock,Electric,,,,,4,203,10110,,40,80,100,30,30,20,,,,,
10110,75,alola,graveler-alola,"When it comes rolling down a mountain path, anything in its way gets zapped by electricity and sent flying.",,1,2,12,4,0,アローラのすがた,Arōranosugata,,Alolan Graveler,,Alola-Form,Forme d'Alola,Rock,Electric,,,,,10,1100,10111,10109,55,95,115,45,45,35,,,,,
10111,76,alola,golem-alola,"It uses magnetism to accelerate and fire off rocks tinged with electricity. Even if it doesn’t score a direct hit, the jolt of electricity will do the job.",,1,2,6,4,0,アローラのすがた,Arōranosugata,,Alolan Golem,,Alola-Form,Forme d'Alola,Rock,Electric,,,,,17,3160,,10110,80,120,130,55,65,45,,,,,
10112,88,alola,grimer-alola,"It has a passion for trash above all else, speedily digesting it and creating brilliant crystals of sparkling poison.",,1,1,24,4,0,アローラのすがた,Arōranosugata,,Alolan Grimer,,Alola-Form,Forme d'Alola,Poison,Dark,,,,,7,420,10113,,80,80,50,40,50,25,,,,,
10113,89,alola,muk-alola,Muk’s coloration becomes increasingly vivid the more it feasts on its favorite dish—trash.,,1,1,12,4,0,アローラのすがた,Arōranosugata,,Alolan Muk,,Alola-Form,Forme d'Alola,Poison,Dark,,,,,10,520,,10112,105,105,75,65,100,50,,,,,
10114,103,alola,exeggutor-alola,This Pokémon’s psychic powers aren’t as strong as they once were. The head on this Exeggutor’s tail scans surrounding areas with weak telepathy.,,1,1,12,4,0,アローラのすがた,Arōranosugata,,Alolan Exeggutor,,Alola-Form,Forme d'Alola,Grass,Dragon,,,,,109,4156,,,95,105,85,125,75,45,,,,,
10115,105,alola,marowak-alola,The cursed flames that light up the bone carried by this Pokémon are said to cause both mental and physical pain that will never fade.,,1,2,12,4,0,アローラのすがた,Arōranosugata,,Alolan Marowak,,Alola-Form,Forme d'Alola,Fire,Ghost,,,,,10,340,,,60,80,110,50,80,45,,,,,
10116,658,kalos,greninja-battle-bond,,,,,,0,0,,,,Battle Bond Greninja,,,,Water,Dark,,,,,15,400,,,72,95,67,103,71,122,,,,,
10117,658,kalos,greninja-ash,,,1,,,0,0,サトシゲッコウガ,Satoshigekkōga,,Ash's Greninja,,Ash-Form,Forme Sacha,Water,Dark,,,,1,15,400,,,72,145,67,153,71,132,,,,1,
10118,718,kalos,zygarde-10-power-construct,"Born when around 10% of Zygarde’s cells have been gathered from all over, this form is skilled in close-range combat.",,1,1,6,-1,0,１０％フォルム,10%Forumu,,10% Zygarde,,10%-Form,Forme 10 %,Dragon,Ground,,1,,,12,335,,,54,100,71,61,85,115,,,,1,
10119,718,kalos,zygarde-50-power-construct,Some say it can change to an even more powerful form when battling those who threaten the ecosystem.,,,,,-1,0,５０％フォルム,50%Forumu,,50% Zygarde,,50%-Form,Forme 50 %,Dragon,Ground,,1,,,50,3050,,,108,100,121,81,95,95,,,,,
10120,718,kalos,zygarde-complete,"Born when all of Zygarde’s cells have been gathered together, it uses force to neutralize those who harm the ecosystem.",,1,1,6,-1,0,パーフェクトフォルム,Pāfekutoforumu,,Complete Zygarde,,Optimumform,Forme Parfaite,Dragon,Ground,,1,,,45,6100,,,216,100,121,91,95,85,,,,1,
10121,735,alola,gumshoos-totem,Gumshoos specializes in relentlessly tracking down prey. The simple-minded Skwovet doesn’t seem to provide Gumshoos enough challenge.,,,,,4,0,,,,Totem Gumshoos,,,,Normal,,,,,,14,600,,,88,110,60,55,60,45,,,,,
10122,738,alola,vikavolt-totem,"If it carries a Charjabug to use as a spare battery, a flying Vikavolt can rapidly fire high-powered beams of electricity.",,,,,4,0,,,,Totem Vikavolt,,,,Bug,Electric,,,,,26,1475,,,77,70,90,145,75,43,,,,,
10123,741,alola,oricorio-pom-pom,"The energetic, cheerful dance of these Oricorio is popular with children, but the Oricorio themselves are hard to find in Paldea.",,1,1,96,6,0,ぱちぱちスタイル,Pachipachisutairu,,Pom-pom Oricorio,,Cheerleading-Stil,Style Pom-Pom,Electric,Flying,,,,,6,34,,,75,70,70,98,70,93,,,,1,890
10124,741,alola,oricorio-pau,This Oricorio has sipped pink nectar. It gets so caught up in its dancing that it sometimes doesn’t hear its Trainer’s orders.,,1,1,96,6,0,ふらふらスタイル,Furafurasutairu,,Pa'u Oricorio,,Hula-Stil,Style Hula,Psychic,Flying,,,,,6,34,,,75,70,70,98,70,93,,,,1,891
10125,741,alola,oricorio-sensu,"The elegant, attractive dance of these Oricorio is popular with adults, but the Oricorio themselves are hard to find in Paldea.",,1,1,96,6,0,まいまいスタイル,Maimaisutairu,,Sensu Oricorio,,Buyo-Stil,Style Buyō,Ghost,Flying,,,,,6,34,,,75,70,70,98,70,93,,,,1,892
10126,745,alola,lycanroc-midnight,This Lycanroc has an extremely vicious temperament. It will happily sustain injuries for the sake of taking down its opponent.,,,,,4,0,まよなかのすがた,Mayonakanosugata,,Midnight Lycanroc,,Nachtform,Forme Nocturne,Rock,,,,,,11,250,,,85,115,75,55,75,82,,,,,
10127,746,alola,wishiwashi-school,"When facing tough opponents, they get into formation. But if they get wounded in battle, they’ll scatter and become solitary again.",,,,,4,0,むれたすがた,Muretasugata,,School Wishiwashi,,Schwarmform,Forme Banc,Water,,,,,,82,786,,,45,140,130,140,135,30,,,,,
10128,754,alola,lurantis-totem,A lot of time and effort is required to maintain the vivid colors of its petals. This Pokémon puts its Trainer’s attentiveness to the test.,,,,,4,0,,,,Totem Lurantis,,,,Grass,,,,,,15,580,,,70,105,90,80,90,45,,,,,
10129,758,alola,salazzle-totem,"When two Salazzle meet, they will use their pheromone gas to fight over the males in each other’s group.",,,,,8,0,,,,Totem Salazzle,,,,Poison,Fire,,,,,21,810,,,68,64,60,111,60,117,,,,,
10130,774,alola,minior-orange-meteor,"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens.",,,,,-1,0,りゅうせいのすがた,Ryūseinosugata,,Orange Meteor Minior,,Meteorform,Forme Météore,Rock,Flying,,,,,3,400,,,60,60,100,60,100,60,,,,,
10131,774,alola,minior-yellow-meteor,"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens.",,,,,-1,0,りゅうせいのすがた,Ryūseinosugata,,Yellow Meteor Minior,,Meteorform,Forme Météore,Rock,Flying,,,,,3,400,,,60,60,100,60,100,60,,,,,
10132,774,alola,minior-green-meteor,"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens.",,,,,-1,0,りゅうせいのすがた,Ryūseinosugata,,Green Meteor Minior,,Meteorform,Forme Météore,Rock,Flying,,,,,3,400,,,60,60,100,60,100,60,,,,,
10133,774,alola,minior-blue-meteor,"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens.",,,,,-1,0,りゅうせいのすがた,Ryūseinosugata,,Blue Meteor Minior,,Meteorform,Forme Météore,Rock,Flying,,,,,3,400,,,60,60,100,60,100,60,,,,,
10134,774,alola,minior-indigo-meteor,"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens.",,,,,-1,0,りゅうせいのすがた,Ryūseinosugata,,Indigo Meteor Minior,,Meteorform,Forme Météore,Rock,Flying,,,,,3,400,,,60,60,100,60,100,60,,,,,
10135,774,alola,minior-violet-meteor,"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens.",,,,,-1,0,りゅうせいのすがた,Ryūseinosugata,,Violent Meteor Minior,,Meteorform,Forme Météore,Rock,Flying,,,,,3,400,,,60,60,100,60,100,60,,,,,
10136,774,alola,minior-red,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate.,,,,,-1,0,あかいろのコア,Akaironokoa,,Red Core Minior,,Roter Kern,Noyau Rouge,Rock,Flying,,,,,3,3,,,60,100,60,100,60,120,,,,,
10137,774,alola,minior-orange,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate.,,,,,-1,0,だいだいいろのコア,Daidaiironokoa,,Orange Core Minior,,Oranger Kern,Noyau Orange,Rock,Flying,,,,,3,3,,,60,100,60,100,60,120,,,,,
10138,774,alola,minior-yellow,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate.,,,,,-1,0,きいろのコア,Kiironokoa,,Yellow Core Minior,,Gelber Kern,Noyau Jaune,Rock,Flying,,,,,3,3,,,60,100,60,100,60,120,,,,,
10139,774,alola,minior-green,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate.,,,,,-1,0,みどりいろのコア,Midoriironokoa,,Green Core Minior,,Grüner Kern,Noyau Vert,Rock,Flying,,,,,3,3,,,60,100,60,100,60,120,,,,,
10140,774,alola,minior-blue,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate.,,,,,-1,0,みずいろのコア,Mizuironokoa,,Blue Core Minior,,Hellblauer Kern,Noyau Bleu,Rock,Flying,,,,,3,3,,,60,100,60,100,60,120,,,,,
10141,774,alola,minior-indigo,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate.,,,,,-1,0,あおいろのコア,Aoironokoa,,Indigo Core Minior,,Blauer Kern,Noyau Indigo,Rock,Flying,,,,,3,3,,,60,100,60,100,60,120,,,,,
10142,774,alola,minior-violet,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate.,,,,,-1,0,むらさきいろのコア,Murasakiironokoa,,Violet Core Minior,,Violetter Kern,Noyau Violet,Rock,Flying,,,,,3,3,,,60,100,60,100,60,120,,,,,
10143,778,alola,mimikyu-busted,"It has taken damage and can no longer hold the head of its cloth disguise upright. For as long as it lives, Mimikyu will never forget its attacker.",,1,,,4,0,ばれたすがた,Baretasugata,,Busted Mimikyu,,Entlarvte Form,Forme Démasquée,Ghost,Fairy,,,,1,2,7,,,55,90,80,50,105,96,,,,,
10144,778,alola,mimikyu-totem-disguised,"Mimikyu was only recently identified as a Pokémon. Previously, people thought it was just a ghost wearing a cloth.",,,,,4,0,,,,Totem Disguised Mimikyu,,,,Ghost,Fairy,,,,,4,28,,,55,90,80,50,105,96,,,,,
10145,778,alola,mimikyu-totem-busted,"It has taken damage and can no longer hold the head of its cloth disguise upright. For as long as it lives, Mimikyu will never forget its attacker.",,,,,4,0,,,,Totem Busted Mimikyu,,,,Ghost,Fairy,,,,,4,28,,,55,90,80,50,105,96,,,,,
10146,784,alola,kommo-o-totem,Certain ruins have paintings of ancient warriors wearing armor made of Kommo-o scales.,,,,,4,0,,,,Totem Kommo'o,,,,Dragon,Fighting,,,,,24,2075,,,75,110,125,100,105,85,,,,,
10147,801,alola,magearna-original,It functions thanks to its artificial soul. The vivid decoration is proof that it was presented as a gift to royalty.,,,,,-1,0,５００ねんまえのいろ,500Nenmaenoiro,,Original Magearna,,Originalfarbe,Couleur du Passé,Steel,Fairy,,,,,10,805,,,80,95,115,130,115,65,,,,,
10148,25,kanto,pikachu-partner-cap,This Pikachu wears its partner’s cap—proof of the strong bond Pikachu and its partner formed as the two overcame many hardships together.,,1,,,0,0,キミにきめたキャップ,Kiminikimetakyappu,,Partner Cap Pikachu,,Partner-Kappe,Casquette Partenaire,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10149,105,kanto,marowak-totem,The bones it uses have been in its possession since it was born. It has a ferocious nature.,,,,,4,0,,,,,,,,Fire,Ghost,,,,,17,980,,,60,80,110,50,80,45,,,,,
10150,743,alola,ribombee-totem,"Ribombee absolutely hate getting wet or rained on. In the cloudy Galar region, they are very seldom seen.",,,,,4,0,,,,Totem Ribombee,,,,Bug,Fairy,,,,,4,20,,,60,55,60,95,70,124,,,,,
10151,744,alola,rockruff-own-tempo,,,,,,4,0,,,,Own Tempo Rockruff,,,,Rock,,,,,,5,92,,,45,65,40,30,40,60,,,,,
10152,745,alola,lycanroc-dusk,These Pokémon have both calm and ferocious qualities. It’s said that this form of Lycanroc is the most troublesome to raise.,,,,,4,0,たそがれのすがた,Tasogarenosugata,,Dusk Lycanroc,,Zwielichtform,Forme Crépusculaire,Rock,,,,,,8,250,,,75,117,65,55,65,110,,,,,
10153,752,alola,araquanid-totem,"It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food.",,,,,4,0,,,,Totem Araquanid,,,,Water,Bug,,,,,31,2175,,,68,70,92,50,132,42,,,,,
10154,777,alola,togedemaru-totem,"When it’s in trouble, it curls up into a ball, makes its fur spikes stand on end, and then discharges electricity indiscriminately.",,,,,4,0,,,,Totem Togedemaru,,,,Electric,Steel,,,,,6,130,,,65,98,63,40,73,96,,,,,
10155,800,alola,necrozma-dusk,"Necrozma has attached itself to Solgaleo. It siphons away its host’s limitless energy, exploiting that energy to fuel a rampage.",,,,,-1,0,たそがれのたてがみ,Tasogarenotategami,,Dusk Necrozma,,Abendmähne,Crinière du Couchant,Psychic,Steel,,,,,38,4600,,,97,157,127,113,109,77,,,,,
10156,800,alola,necrozma-dawn,"When Necrozma latches on to Lunala, it becomes vicious, seeing enemies everywhere it looks. It will burn the world with lasers.",,,,,-1,0,あかつきのつばさ,Akatsukinotsubasa,,Dawn Necrozma,,Morgenschwingen,Ailes de l'Aurore,Psychic,Ghost,,,,,42,3500,,,97,113,109,157,127,77,,,,,
10157,800,alola,necrozma-ultra,"The light pouring out from all over its body affects living things and nature, impacting them in various ways.",,,,,-1,0,ウルトラネクロズマ,Urutoranekurozuma,,Ultra Necrozma,,Ultra-Necrozma,Ultra-Necrozma,Psychic,Dragon,,,,,75,2300,,,97,167,97,167,97,129,,,,,
10158,52,galar,meowth-galar,"These daring Pokémon have coins on their foreheads. Darker coins are harder, and harder coins garner more respect among Meowth.",,1,1,24,4,0,,,,Galarian Meowth,,,,Steel,,,,,,4,75,863,,50,65,55,40,40,40,,,,,
10161,79,galar,slowpoke-galar,"Because Galarian Slowpoke eat the seeds of a plant that grows only in Galar, their tails have developed a spicy flavor.",,1,1,24,4,0,,,,Galarian Slowpoke,,,,Psychic,,,,,,12,360,,,90,65,65,40,40,15,,,,,
10162,80,galar,slowbro-galar,"If this Pokémon squeezes the tongue of the Shellder biting it, the Shellder will launch a toxic liquid from the tip of its shell.",,1,1,12,4,0,,,,Galarian Slowbro,,,,Poison,Psychic,,,,,16,705,,,95,100,95,100,70,30,,,,,
10159,77,galar,ponyta-galar,"This Pokémon will look into your eyes and read the contents of your heart. If it finds evil there, it promptly hides away.",,1,1,24,4,0,,,,Galarian Ponyta,,,,Psychic,,,,,,8,240,10160,,50,85,55,65,65,90,,,,,
10160,78,galar,rapidash-galar,"Brave and prideful, this Pokémon dashes airily through the forest, its steps aided by the psychic power stored in the fur on its fetlocks.",,1,1,12,4,0,,,,Galarian Rapidash,,,,Psychic,Fairy,,,,,17,800,,10159,65,100,70,80,80,105,,,,,
10163,83,galar,farfetchd-galar,The stalks of leeks are thicker and longer in the Galar region. Farfetch’d that adapted to these stalks took on a unique form.,,1,1,24,4,0,,,,Galarian Farfetch'd,,,,Fighting,,,,,,8,420,865,,52,95,55,58,62,55,,,,,
10164,110,galar,weezing-galar,"Long ago, during a time when droves of factories fouled the air with pollution, Weezing changed into this form for some reason.",,1,1,12,4,0,,,,Galarian Weezing,,,,Poison,Fairy,,,,,30,160,,,65,90,120,85,70,60,,,,,
10165,122,galar,mr-mime-galar,It can radiate chilliness from the bottoms of its feet. It’ll spend the whole day tap-dancing on a frozen floor.,,1,1,12,4,0,,,,Galarian Mr. Mime,,,,Ice,Psychic,,,,,14,568,866,,50,65,65,90,90,100,,,,,
10166,144,galar,articuno-galar,"Known as Articuno, this Pokémon fires beams that can immobilize opponents as if they had been frozen solid.",,1,1,2,-1,0,,,,Galarian Articuno,,,,Psychic,Flying,,1,,,17,509,,,90,85,85,125,100,95,,,,,
10167,145,galar,zapdos-galar,"One kick from its powerful legs will pulverize a dump truck. Supposedly, this Pokémon runs through the mountains at over 180 mph.",,1,1,2,-1,0,,,,Galarian Zapdos,,,,Fighting,Flying,,1,,,16,582,,,90,125,90,85,90,100,,,,,
10168,146,galar,moltres-galar,The sinister aura that blazes like molten fire around this Pokémon is what inspired the name Moltres.,,1,1,2,-1,0,,,,Galarian Moltres,,,,Dark,Flying,,1,,,20,660,,,90,85,90,100,125,90,,,,,
10169,199,galar,slowking-galar,"While chanting strange spells, this Pokémon combines its internal toxins with what it’s eaten, creating strange potions.",,1,1,6,4,0,,,,Galarian Slowking,,,,Poison,Psychic,,,,,18,795,,,95,65,80,110,110,30,,,,,
10170,222,galar,corsola-galar,Sudden climate change wiped out this ancient kind of Corsola. This Pokémon absorbs others’ life-force through its branches.,,1,1,24,6,0,,,,Galarian Corsola,,,,Ghost,,,,,,6,5,864,,60,55,100,65,100,30,,,,,
10171,263,galar,zigzagoon-galar,"Thought to be the oldest form of Zigzagoon, it moves in zigzags and wreaks havoc upon its surroundings.",,1,1,12,4,0,,,,Galarian Zigzagoon,,,,Dark,Normal,,,,,4,175,10172,,38,30,41,30,41,60,,,,,
10172,264,galar,linoone-galar,This very aggressive Pokémon will recklessly challenge opponents stronger than itself.,,1,1,24,4,0,,,,Galarian Linoone,,,,Dark,Normal,,,,,5,325,862,10171,78,70,61,50,61,100,,,,,
10173,554,galar,darumaka-galar,"The colder they get, the more energetic they are. They freeze their breath to make snowballs, using them as ammo for playful snowball fights.",,1,1,12,4,0,,,,Galarian Darumaka,,,,Ice,,,,,,7,400,,,70,90,45,15,45,50,,,,,
10174,555,galar,darmanitan-galar-standard,"Though it has a gentle disposition, it’s also very strong. It will quickly freeze the snowball on its head before going for a headbutt.",,1,1,24,4,0,,,,Galarian Darmanitan,,,,Ice,,,,,,17,1200,,,105,140,55,30,55,95,,,,,
10175,555,galar,darmanitan-galar-zen,"Darmanitan takes this form when enraged. It won’t stop spewing flames until its rage has settled, even if its body starts to melt.",,,,,4,0,,,,Galarian Zen Darmanitan,,,,Ice,Fire,,,,,17,1200,,,105,160,55,30,55,135,,,,,
10176,562,galar,yamask-galar,It’s said that this Pokémon was formed when an ancient clay tablet was drawn to a vengeful spirit.,,1,1,24,4,0,,,,Galarian Yamask,,,,Ground,Ghost,,,,,5,15,867,,38,55,85,30,65,30,,,,,
10177,618,galar,stunfisk-galar,"Its conspicuous lips lure prey in as it lies in wait in the mud. When prey gets close, Stunfisk clamps its jagged steel fins down on them.",,1,1,12,4,0,,,,Galarian Stunfisk,,,,Ground,Steel,,,,,7,205,,,109,81,99,66,84,32,,,,,
10178,849,galar,toxtricity-low-key,"As it gulps down stagnant water and generates electricity in its body, a sound like a rhythm played by a bass guitar reverberates all around.",,,,,4,0,,,,Low Key Toxtricity,,,,Electric,Poison,,,,,16,400,,,75,98,70,114,70,75,,,,,
